4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.658015076,7.658014132,3.760745902,7.5143196,Residual,12019999.99,MLUPs,225.6459386
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.649342849,7.649341947,3.759351644,7.521886113,Residual,2000000,MLUPs,225.9017584
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.639493043,7.639491781,3.76066138,7.511158249,Residual,425925.9258,MLUPs,226.1930197
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.650321793,7.650321145,3.758801225,7.521765657,Residual,126543.2098,MLUPs,225.8728517
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.648976537,7.64897612,3.76083088,7.520536995,Residual,51826.13169,MLUPs,225.9125769
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.650589397,7.650589022,3.759267551,7.522406609,Residual,26702.1351,MLUPs,225.8649511
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.641691427,7.641690826,3.760421099,7.513914072,Residual,15893.99889,MLUPs,226.1279478
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.641522873,7.641509825,3.759423433,7.51309242,Residual,10378.24299,MLUPs,226.1329356
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.653213375,7.653212415,3.760720974,7.524310941,Residual,7222.263303,MLUPs,225.7875111
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,7.640230539,7.64022991,3.759510046,7.51212727,Residual,5266.18987,MLUPs,226.1711857
