4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.286969474,1.286910355,1.253139956,1.257332806,Residual,12019999.99,MLUPs,1342.68919
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.285156551,1.285150422,1.253180604,1.257502004,Residual,2000000,MLUPs,1344.583272
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.285130716,1.285116254,1.253109318,1.257369903,Residual,425925.9258,MLUPs,1344.610302
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284925916,1.284909738,1.253210992,1.25736087,Residual,126543.2098,MLUPs,1344.824615
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284743217,1.284726704,1.253103568,1.257356954,Residual,51826.13169,MLUPs,1345.015858
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284663479,1.284640408,1.253227054,1.257285921,Residual,26702.1351,MLUPs,1345.099342
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284920298,1.28489836,1.253281802,1.257233902,Residual,15893.99888,MLUPs,1344.830495
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284851902,1.284845777,1.253148387,1.257328583,Residual,10378.24299,MLUPs,1344.902084
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284846154,1.284841868,1.253294775,1.257447567,Residual,7222.263304,MLUPs,1344.9081
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,1.284686125,1.28468247,1.25313296,1.257308534,Residual,5266.18987,MLUPs,1345.075631
