4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.834119984,3.834110441,3.761120303,3.769777316,Residual,12019999.99,MLUPs,450.6901211
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.83043138,3.830427056,3.759967027,3.767937706,Residual,2000000,MLUPs,451.1241238
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.832134552,3.83213009,3.761141848,3.769752751,Residual,425925.9258,MLUPs,450.923624
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.830941344,3.830936082,3.760218534,3.76841003,Residual,126543.2098,MLUPs,451.0640714
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.832093056,3.832089083,3.761170588,3.769658494,Residual,51826.13169,MLUPs,450.9285069
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.831653137,3.831652799,3.759790614,3.769133469,Residual,26702.1351,MLUPs,450.9802788
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.832232713,3.832228656,3.761028518,3.769912347,Residual,15893.99889,MLUPs,450.9120738
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.831561351,3.83154834,3.759498407,3.769249066,Residual,10378.24299,MLUPs,450.9910821
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.832347894,3.832343487,3.760943232,3.769852315,Residual,7222.263303,MLUPs,450.8985217
4,Maxtime,",",Mintime,+,JacobiMi,",",JacobiMa,3.831090518,3.831085717,3.75939242,3.768501265,Residual,5266.18987,MLUPs,451.046508
